State	series_id                     	year	period	       value	footnote_codes
NewJersey	LAUCS344728000000005          	2011	M06	       14539	R
NewJersey	LAUCS344728000000005          	2012	M06	       14975	R
NewJersey	LAUCS344728000000005          	2013	M06	       15335	R
NewJersey	LAUCS344728000000005          	2014	M06	       15852	R
NewJersey	LAUCS344728000000005          	2015	M06	       16558	R
NewJersey	LAUCS344728000000006          	2010	M06	       15961	R
NewJersey	LAUCS344728000000006          	2011	M06	       16076	R
NewJersey	LAUCS344728000000006          	2012	M06	       16600	R
NewJersey	LAUCS344728000000006          	2013	M06	       16743	R
NewJersey	LAUCS344728000000006          	2014	M06	       16938	R
NewJersey	LAUCS344728000000006          	2015	M06	       17539	R
NewJersey	LAUCS344750000000003          	2010	M06	         7.4	R
NewJersey	LAUCS344750000000003          	2011	M06	         7.5	R
NewJersey	LAUCS344750000000003          	2012	M06	         7.6	R
NewJersey	LAUCS344750000000003          	2013	M06	         7.2	R
NewJersey	LAUCS344750000000003          	2014	M06	         5.5	R
NewJersey	LAUCS344750000000003          	2015	M06	         4.8	R
NewJersey	LAUCS344750000000004          	2010	M06	        1492	R
NewJersey	LAUCS344750000000004          	2011	M06	        1498	R
NewJersey	LAUCS344750000000004          	2012	M06	        1534	R
NewJersey	LAUCS344750000000004          	2013	M06	        1454	R
NewJersey	LAUCS344750000000004          	2014	M06	        1090	R
NewJersey	LAUCS344750000000004          	2015	M06	         941	R
NewJersey	LAUCS344750000000005          	2010	M06	       18570	R
NewJersey	LAUCS344750000000005          	2011	M06	       18523	R
NewJersey	LAUCS344750000000005          	2012	M06	       18669	R
NewJersey	LAUCS344750000000005          	2013	M06	       18717	R
NewJersey	LAUCS344750000000005          	2014	M06	       18710	R
NewJersey	LAUCS344750000000005          	2015	M06	       18751	R
NewJersey	LAUCS344750000000006          	2010	M06	       20062	R
NewJersey	LAUCS344750000000006          	2011	M06	       20021	R
NewJersey	LAUCS344750000000006          	2012	M06	       20203	R
NewJersey	LAUCS344750000000006          	2013	M06	       20171	R
NewJersey	LAUCS344750000000006          	2014	M06	       19800	R
NewJersey	LAUCS344750000000006          	2015	M06	       19692	R
NewJersey	LAUCS344902000000003          	2010	M06	         7.7	R
NewJersey	LAUCS344902000000003          	2011	M06	         7.7	R
NewJersey	LAUCS344902000000003          	2012	M06	         7.7	R
NewJersey	LAUCS344902000000003          	2013	M06	         7.2	R
NewJersey	LAUCS344902000000003          	2014	M06	         5.5	R
NewJersey	LAUCS344902000000003          	2015	M06	         5.0	R
NewJersey	LAUCS344902000000004          	2010	M06	        1801	R
NewJersey	LAUCS344902000000004          	2011	M06	        1786	R
NewJersey	LAUCS344902000000004          	2012	M06	        1764	R
NewJersey	LAUCS344902000000004          	2013	M06	        1641	R
NewJersey	LAUCS344902000000004          	2014	M06	        1238	R
NewJersey	LAUCS344902000000004          	2015	M06	        1142	R
NewJersey	LAUCS344902000000005          	2010	M06	       21445	R
NewJersey	LAUCS344902000000005          	2011	M06	       21274	R
NewJersey	LAUCS344902000000005          	2012	M06	       21228	R
NewJersey	LAUCS344902000000005          	2013	M06	       21295	R
NewJersey	LAUCS344902000000005          	2014	M06	       21138	R
NewJersey	LAUCS344902000000005          	2015	M06	       21551	R
NewJersey	LAUCS344902000000006          	2010	M06	       23246	R
NewJersey	LAUCS344902000000006          	2011	M06	       23060	R
NewJersey	LAUCS344902000000006          	2012	M06	       22992	R
NewJersey	LAUCS344902000000006          	2013	M06	       22936	R
NewJersey	LAUCS344902000000006          	2014	M06	       22376	R
NewJersey	LAUCS344902000000006          	2015	M06	       22693	R
NewJersey	LAUCS344908000000003          	2010	M06	         8.4	R
NewJersey	LAUCS344908000000003          	2011	M06	         8.5	R
NewJersey	LAUCS344908000000003          	2012	M06	         8.5	R
NewJersey	LAUCS344908000000003          	2013	M06	         7.5	R
NewJersey	LAUCS344908000000003          	2014	M06	         5.2	R
NewJersey	LAUCS344908000000003          	2015	M06	         4.8	R
NewJersey	LAUCS344908000000004          	2010	M06	        1311	R
NewJersey	LAUCS344908000000004          	2011	M06	        1336	R
NewJersey	LAUCS344908000000004          	2012	M06	        1345	R
NewJersey	LAUCS344908000000004          	2013	M06	        1189	R
NewJersey	LAUCS344908000000004          	2014	M06	         805	R
NewJersey	LAUCS344908000000004          	2015	M06	         740	R
NewJersey	LAUCS344908000000005          	2010	M06	       14330	R
NewJersey	LAUCS344908000000005          	2011	M06	       14342	R
NewJersey	LAUCS344908000000005          	2012	M06	       14551	R
NewJersey	LAUCS344908000000005          	2013	M06	       14665	R
NewJersey	LAUCS344908000000005          	2014	M06	       14663	R
NewJersey	LAUCS344908000000005          	2015	M06	       14737	R
NewJersey	LAUCS344908000000006          	2010	M06	       15641	R
NewJersey	LAUCS344908000000006          	2011	M06	       15678	R
NewJersey	LAUCS344908000000006          	2012	M06	       15896	R
NewJersey	LAUCS344908000000006          	2013	M06	       15854	R
NewJersey	LAUCS344908000000006          	2014	M06	       15468	R
NewJersey	LAUCS344908000000006          	2015	M06	       15477	R
NewJersey	LAUCS344989000000003          	2010	M06	        11.2	R
NewJersey	LAUCS344989000000003          	2011	M06	        11.5	R
NewJersey	LAUCS344989000000003          	2012	M06	        11.4	R
NewJersey	LAUCS344989000000003          	2013	M06	        10.2	R
NewJersey	LAUCS344989000000003          	2014	M06	         8.1	R
NewJersey	LAUCS344989000000003          	2015	M06	         6.7	R
NewJersey	LAUCS344989000000004          	2010	M06	        1753	R
NewJersey	LAUCS344989000000004          	2011	M06	        1786	R
NewJersey	LAUCS344989000000004          	2012	M06	        1792	R
NewJersey	LAUCS344989000000004          	2013	M06	        1579	R
NewJersey	LAUCS344989000000004          	2014	M06	        1230	R
NewJersey	LAUCS344989000000004          	2015	M06	        1014	R
NewJersey	LAUCS344989000000005          	2010	M06	       13859	R
NewJersey	LAUCS344989000000005          	2011	M06	       13797	R
NewJersey	LAUCS344989000000005          	2012	M06	       13891	R
NewJersey	LAUCS344989000000005          	2013	M06	       13911	R
NewJersey	LAUCS344989000000005          	2014	M06	       13967	R
NewJersey	LAUCS344989000000005          	2015	M06	       14041	R
NewJersey	LAUCS344989000000006          	2010	M06	       15612	R
NewJersey	LAUCS344989000000006          	2011	M06	       15583	R
NewJersey	LAUCS344989000000006          	2012	M06	       15683	R
NewJersey	LAUCS344989000000006          	2013	M06	       15490	R
NewJersey	LAUCS344989000000006          	2014	M06	       15197	R
NewJersey	LAUCS344989000000006          	2015	M06	       15055	R
NewJersey	LAUCS345247000000003          	2010	M06	        10.0	R
NewJersey	LAUCS345247000000003          	2011	M06	         9.6	R
NewJersey	LAUCS345247000000003          	2012	M06	         9.4	R
NewJersey	LAUCS345247000000003          	2013	M06	         8.8	R
NewJersey	LAUCS345247000000003          	2014	M06	         6.7	R
NewJersey	LAUCS345247000000003          	2015	M06	         5.8	R
NewJersey	LAUCS345247000000004          	2010	M06	        3264	R
NewJersey	LAUCS345247000000004          	2011	M06	        3169	R
NewJersey	LAUCS345247000000004          	2012	M06	        3130	R
NewJersey	LAUCS345247000000004          	2013	M06	        2896	R
NewJersey	LAUCS345247000000004          	2014	M06	        2179	R
NewJersey	LAUCS345247000000004          	2015	M06	        1890	R
NewJersey	LAUCS345247000000005          	2010	M06	       29479	R
NewJersey	LAUCS345247000000005          	2011	M06	       29810	R
NewJersey	LAUCS345247000000005          	2012	M06	       30210	R
NewJersey	LAUCS345247000000005          	2013	M06	       30185	R
NewJersey	LAUCS345247000000005          	2014	M06	       30170	R
NewJersey	LAUCS345247000000005          	2015	M06	       30551	R
NewJersey	LAUCS345247000000006          	2010	M06	       32743	R
NewJersey	LAUCS345247000000006          	2011	M06	       32979	R
NewJersey	LAUCS345247000000006          	2012	M06	       33340	R
NewJersey	LAUCS345247000000006          	2013	M06	       33081	R
NewJersey	LAUCS345247000000006          	2014	M06	       32349	R
NewJersey	LAUCS345247000000006          	2015	M06	       32441	R
NewJersey	LAUCS345256000000003          	2010	M06	         8.4	R
NewJersey	LAUCS345256000000003          	2011	M06	         8.8	R
NewJersey	LAUCS345256000000003          	2012	M06	         8.8	R
NewJersey	LAUCS345256000000003          	2013	M06	         7.6	R
NewJersey	LAUCS345256000000003          	2014	M06	         6.0	R
NewJersey	LAUCS345256000000003          	2015	M06	         5.4	R
NewJersey	LAUCS345256000000004          	2010	M06	        1990	R
NewJersey	LAUCS345256000000004          	2011	M06	        2077	R
NewJersey	LAUCS345256000000004          	2012	M06	        2118	R
NewJersey	LAUCS345256000000004          	2013	M06	        1825	R
NewJersey	LAUCS345256000000004          	2014	M06	        1426	R
NewJersey	LAUCS345256000000004          	2015	M06	        1316	R
NewJersey	LAUCS345256000000005          	2010	M06	       21621	R
NewJersey	LAUCS345256000000005          	2011	M06	       21613	R
NewJersey	LAUCS345256000000005          	2012	M06	       21988	R
NewJersey	LAUCS345256000000005          	2013	M06	       22270	R
NewJersey	LAUCS345256000000005          	2014	M06	       22534	R
NewJersey	LAUCS345256000000005          	2015	M06	       22956	R
NewJersey	LAUCS345256000000006          	2010	M06	       23611	R
NewJersey	LAUCS345256000000006          	2011	M06	       23690	R
NewJersey	LAUCS345256000000006          	2012	M06	       24106	R
NewJersey	LAUCS345256000000006          	2013	M06	       24095	R
NewJersey	LAUCS345256000000006          	2014	M06	       23960	R
NewJersey	LAUCS345256000000006          	2015	M06	       24272	R
NewJersey	LAUCS345368000000003          	2010	M06	         9.4	R
NewJersey	LAUCS345368000000003          	2011	M06	         9.1	R
NewJersey	LAUCS345368000000003          	2012	M06	         9.3	R
NewJersey	LAUCS345368000000003          	2013	M06	         8.0	R
NewJersey	LAUCS345368000000003          	2014	M06	         5.9	R
NewJersey	LAUCS345368000000003          	2015	M06	         5.7	R
NewJersey	LAUCS345368000000004          	2010	M06	        1454	R
NewJersey	LAUCS345368000000004          	2011	M06	        1410	R
NewJersey	LAUCS345368000000004          	2012	M06	        1449	R
NewJersey	LAUCS345368000000004          	2013	M06	        1234	R
NewJersey	LAUCS345368000000004          	2014	M06	         892	R
NewJersey	LAUCS345368000000004          	2015	M06	         850	R
NewJersey	LAUCS345368000000005          	2010	M06	       14038	R
NewJersey	LAUCS345368000000005          	2011	M06	       14008	R
NewJersey	LAUCS345368000000005          	2012	M06	       14117	R
NewJersey	LAUCS345368000000005          	2013	M06	       14143	R
NewJersey	LAUCS345368000000005          	2014	M06	       14131	R
NewJersey	LAUCS345368000000005          	2015	M06	       14164	R
NewJersey	LAUCS345368000000006          	2010	M06	       15492	R
NewJersey	LAUCS345368000000006          	2011	M06	       15418	R
NewJersey	LAUCS345368000000006          	2012	M06	       15566	R
NewJersey	LAUCS345368000000006          	2013	M06	       15377	R
NewJersey	LAUCS345368000000006          	2014	M06	       15023	R
NewJersey	LAUCS345368000000006          	2015	M06	       15014	R
NewJersey	LAUCS345427000000003          	2010	M06	         8.1	R
NewJersey	LAUCS345427000000003          	2011	M06	         8.6	R
NewJersey	LAUCS345427000000003          	2012	M06	         8.6	R
NewJersey	LAUCS345427000000003          	2013	M06	         7.6	R
NewJersey	LAUCS345427000000003          	2014	M06	         5.2	R
NewJersey	LAUCS345427000000003          	2015	M06	         5.0	R
NewJersey	LAUCS345427000000004          	2010	M06	        1224	R
NewJersey	LAUCS345427000000004          	2011	M06	        1304	R
NewJersey	LAUCS345427000000004          	2012	M06	        1320	R
NewJersey	LAUCS345427000000004          	2013	M06	        1149	R
NewJersey	LAUCS345427000000004          	2014	M06	         779	R
NewJersey	LAUCS345427000000004          	2015	M06	         748	R
NewJersey	LAUCS345427000000005          	2010	M06	       13913	R
NewJersey	LAUCS345427000000005          	2011	M06	       13835	R
NewJersey	LAUCS345427000000005          	2012	M06	       13946	R
NewJersey	LAUCS345427000000005          	2013	M06	       14008	R
NewJersey	LAUCS345427000000005          	2014	M06	       14098	R
NewJersey	LAUCS345427000000005          	2015	M06	       14199	R
NewJersey	LAUCS345427000000006          	2010	M06	       15137	R
NewJersey	LAUCS345427000000006          	2011	M06	       15139	R
NewJersey	LAUCS345427000000006          	2012	M06	       15266	R
NewJersey	LAUCS345427000000006          	2013	M06	       15157	R
NewJersey	LAUCS345427000000006          	2014	M06	       14877	R
NewJersey	LAUCS345427000000006          	2015	M06	       14947	R
NewJersey	LAUCS345470500000003          	2010	M06	         8.2	R
NewJersey	LAUCS345470500000003          	2011	M06	         8.3	R
NewJersey	LAUCS345470500000003          	2012	M06	         8.6	R
NewJersey	LAUCS345470500000003          	2013	M06	         7.6	R
NewJersey	LAUCS345470500000003          	2014	M06	         5.6	R
NewJersey	LAUCS345470500000003          	2015	M06	         5.0	R
NewJersey	LAUCS345470500000004          	2010	M06	        2969	R
NewJersey	LAUCS345470500000004          	2011	M06	        3049	R
NewJersey	LAUCS345470500000004          	2012	M06	        3203	R
NewJersey	LAUCS345470500000004          	2013	M06	        2807	R
NewJersey	LAUCS345470500000004          	2014	M06	        2073	R
NewJersey	LAUCS345470500000004          	2015	M06	        1857	R
NewJersey	LAUCS345470500000005          	2010	M06	       33430	R
NewJersey	LAUCS345470500000005          	2011	M06	       33520	R
NewJersey	LAUCS345470500000005          	2012	M06	       34030	R
NewJersey	LAUCS345470500000005          	2013	M06	       34328	R
NewJersey	LAUCS345470500000005          	2014	M06	       34761	R
NewJersey	LAUCS345470500000005          	2015	M06	       35323	R
NewJersey	LAUCS345470500000006          	2010	M06	       36399	R
NewJersey	LAUCS345470500000006          	2011	M06	       36569	R
NewJersey	LAUCS345470500000006          	2012	M06	       37233	R
NewJersey	LAUCS345470500000006          	2013	M06	       37135	R
NewJersey	LAUCS345470500000006          	2014	M06	       36834	R
NewJersey	LAUCS345470500000006          	2015	M06	       37180	R
NewJersey	LAUCS345646000000003          	2010	M06	         7.5	R
NewJersey	LAUCS345646000000003          	2011	M06	         7.5	R
NewJersey	LAUCS345646000000003          	2012	M06	         7.9	R
NewJersey	LAUCS345646000000003          	2013	M06	         7.0	R
NewJersey	LAUCS345646000000003          	2014	M06	         5.1	R
NewJersey	LAUCS345646000000003          	2015	M06	         4.5	R
NewJersey	LAUCS345646000000004          	2010	M06	        2193	R
NewJersey	LAUCS345646000000004          	2011	M06	        2209	R
NewJersey	LAUCS345646000000004          	2012	M06	        2353	R
NewJersey	LAUCS345646000000004          	2013	M06	        2053	R
NewJersey	LAUCS345646000000004          	2014	M06	        1461	R
NewJersey	LAUCS345646000000004          	2015	M06	        1289	R
NewJersey	LAUCS345646000000005          	2010	M06	       27114	R
NewJersey	LAUCS345646000000005          	2011	M06	       27099	R
NewJersey	LAUCS345646000000005          	2012	M06	       27404	R
NewJersey	LAUCS345646000000005          	2013	M06	       27484	R
NewJersey	LAUCS345646000000005          	2014	M06	       27210	R
NewJersey	LAUCS345646000000005          	2015	M06	       27200	R
NewJersey	LAUCS345646000000006          	2010	M06	       29307	R
NewJersey	LAUCS345646000000006          	2011	M06	       29308	R
NewJersey	LAUCS345646000000006          	2012	M06	       29757	R
NewJersey	LAUCS345646000000006          	2013	M06	       29537	R
NewJersey	LAUCS345646000000006          	2014	M06	       28671	R
NewJersey	LAUCS345646000000006          	2015	M06	       28489	R
NewJersey	LAUCS345751000000003          	2010	M06	        11.6	R
NewJersey	LAUCS345751000000003          	2011	M06	        11.2	R
NewJersey	LAUCS345751000000003          	2012	M06	        11.6	R
NewJersey	LAUCS345751000000003          	2013	M06	        10.0	R
NewJersey	LAUCS345751000000003          	2014	M06	         8.3	R
NewJersey	LAUCS345751000000003          	2015	M06	         7.3	R
NewJersey	LAUCS345751000000004          	2010	M06	        1468	R
NewJersey	LAUCS345751000000004          	2011	M06	        1397	R
NewJersey	LAUCS345751000000004          	2012	M06	        1451	R
NewJersey	LAUCS345751000000004          	2013	M06	        1240	R
NewJersey	LAUCS345751000000004          	2014	M06	        1002	R
NewJersey	LAUCS345751000000004          	2015	M06	         884	R
NewJersey	LAUCS345751000000005          	2010	M06	       11157	R
NewJersey	LAUCS345751000000005          	2011	M06	       11073	R
NewJersey	LAUCS345751000000005          	2012	M06	       11068	R
NewJersey	LAUCS345751000000005          	2013	M06	       11124	R
NewJersey	LAUCS345751000000005          	2014	M06	       11005	R
NewJersey	LAUCS345751000000005          	2015	M06	       11172	R
NewJersey	LAUCS345751000000006          	2010	M06	       12625	R
NewJersey	LAUCS345751000000006          	2011	M06	       12470	R
NewJersey	LAUCS345751000000006          	2012	M06	       12519	R
NewJersey	LAUCS345751000000006          	2013	M06	       12364	R
NewJersey	LAUCS345751000000006          	2014	M06	       12007	R
NewJersey	LAUCS345751000000006          	2015	M06	       12056	R
NewJersey	LAUCS345766000000003          	2010	M06	        11.2	R
NewJersey	LAUCS345766000000003          	2011	M06	        11.3	R
NewJersey	LAUCS345766000000003          	2012	M06	        11.9	R
NewJersey	LAUCS345766000000003          	2013	M06	        10.3	R
NewJersey	LAUCS345766000000003          	2014	M06	         7.4	R
NewJersey	LAUCS345766000000003          	2015	M06	         6.7	R
NewJersey	LAUCS345766000000004          	2010	M06	        2180	R
NewJersey	LAUCS345766000000004          	2011	M06	        2172	R
NewJersey	LAUCS345766000000004          	2012	M06	        2297	R
NewJersey	LAUCS345766000000004          	2013	M06	        1971	R
NewJersey	LAUCS345766000000004          	2014	M06	        1352	R
NewJersey	LAUCS345766000000004          	2015	M06	        1232	R
NewJersey	LAUCS345766000000005          	2010	M06	       17287	R
NewJersey	LAUCS345766000000005          	2011	M06	       17117	R
NewJersey	LAUCS345766000000005          	2012	M06	       17072	R
NewJersey	LAUCS345766000000005          	2013	M06	       17203	R
NewJersey	LAUCS345766000000005          	2014	M06	       16967	R
NewJersey	LAUCS345766000000005          	2015	M06	       17267	R
NewJersey	LAUCS345766000000006          	2010	M06	       19467	R
NewJersey	LAUCS345766000000006          	2011	M06	       19289	R
NewJersey	LAUCS345766000000006          	2012	M06	       19369	R
NewJersey	LAUCS345766000000006          	2013	M06	       19174	R
NewJersey	LAUCS345766000000006          	2014	M06	       18319	R
NewJersey	LAUCS345766000000006          	2015	M06	       18499	R
NewJersey	LAUCS345901000000003          	2010	M06	         8.9	R
NewJersey	LAUCS345901000000003          	2011	M06	         9.6	R
NewJersey	LAUCS345901000000003          	2012	M06	         9.7	R
NewJersey	LAUCS345901000000003          	2013	M06	         8.9	R
NewJersey	LAUCS345901000000003          	2014	M06	         6.5	R
NewJersey	LAUCS345901000000003          	2015	M06	         5.7	R
NewJersey	LAUCS345901000000004          	2010	M06	        2626	R
NewJersey	LAUCS345901000000004          	2011	M06	        2895	R
NewJersey	LAUCS345901000000004          	2012	M06	        2981	R
NewJersey	LAUCS345901000000004          	2013	M06	        2769	R
NewJersey	LAUCS345901000000004          	2014	M06	        2004	R
NewJersey	LAUCS345901000000004          	2015	M06	        1738	R
NewJersey	LAUCS345901000000005          	2010	M06	       26876	R
NewJersey	LAUCS345901000000005          	2011	M06	       27135	R
NewJersey	LAUCS345901000000005          	2012	M06	       27782	R
NewJersey	LAUCS345901000000005          	2013	M06	       28234	R
NewJersey	LAUCS345901000000005          	2014	M06	       28682	R
NewJersey	LAUCS345901000000005          	2015	M06	       28607	R
NewJersey	LAUCS345901000000006          	2010	M06	       29502	R
NewJersey	LAUCS345901000000006          	2011	M06	       30030	R
NewJersey	LAUCS345901000000006          	2012	M06	       30763	R
NewJersey	LAUCS345901000000006          	2013	M06	       31003	R
NewJersey	LAUCS345901000000006          	2014	M06	       30686	R
NewJersey	LAUCS345901000000006          	2015	M06	       30345	R
NewJersey	LAUCS346189000000003          	2010	M06	         7.0	R
NewJersey	LAUCS346189000000003          	2011	M06	         6.8	R
NewJersey	LAUCS346189000000003          	2012	M06	         7.4	R
NewJersey	LAUCS346189000000003          	2013	M06	         6.7	R
NewJersey	LAUCS346189000000003          	2014	M06	         4.9	R
NewJersey	LAUCS346189000000003          	2015	M06	         4.3	R
NewJersey	LAUCS346189000000004          	2010	M06	         996	R
NewJersey	LAUCS346189000000004          	2011	M06	         961	R
NewJersey	LAUCS346189000000004          	2012	M06	        1066	R
NewJersey	LAUCS346189000000004          	2013	M06	         963	R
NewJersey	LAUCS346189000000004          	2014	M06	         684	R
NewJersey	LAUCS346189000000004          	2015	M06	         595	R
NewJersey	LAUCS346189000000005          	2010	M06	       13154	R
NewJersey	LAUCS346189000000005          	2011	M06	       13134	R
NewJersey	LAUCS346189000000005          	2012	M06	       13278	R
NewJersey	LAUCS346189000000005          	2013	M06	       13328	R
NewJersey	LAUCS346189000000005          	2014	M06	       13231	R
NewJersey	LAUCS346189000000005          	2015	M06	       13233	R
NewJersey	LAUCS346189000000006          	2010	M06	       14150	R
NewJersey	LAUCS346189000000006          	2011	M06	       14095	R
NewJersey	LAUCS346189000000006          	2012	M06	       14344	R
NewJersey	LAUCS346189000000006          	2013	M06	       14291	R
NewJersey	LAUCS346189000000006          	2014	M06	       13915	R
NewJersey	LAUCS346189000000006          	2015	M06	       13828	R
NewJersey	LAUCS346408000000003          	2010	M06	         7.1	R
NewJersey	LAUCS346408000000003          	2011	M06	         7.4	R
NewJersey	LAUCS346408000000003          	2012	M06	         7.7	R
NewJersey	LAUCS346408000000003          	2013	M06	         6.8	R
NewJersey	LAUCS346408000000003          	2014	M06	         5.0	R
NewJersey	LAUCS346408000000003          	2015	M06	         4.4	R
NewJersey	LAUCS346408000000004          	2010	M06	         978	R
NewJersey	LAUCS346408000000004          	2011	M06	        1024	R
NewJersey	LAUCS346408000000004          	2012	M06	        1079	R
NewJersey	LAUCS346408000000004          	2013	M06	         955	R
NewJersey	LAUCS346408000000004          	2014	M06	         676	R
NewJersey	LAUCS346408000000004          	2015	M06	         603	R
NewJersey	LAUCS346408000000005          	2010	M06	       12804	R
NewJersey	LAUCS346408000000005          	2011	M06	       12786	R
NewJersey	LAUCS346408000000005          	2012	M06	       12926	R
NewJersey	LAUCS346408000000005          	2013	M06	       12999	R
NewJersey	LAUCS346408000000005          	2014	M06	       12887	R
NewJersey	LAUCS346408000000005          	2015	M06	       13017	R
NewJersey	LAUCS346408000000006          	2010	M06	       13782	R
NewJersey	LAUCS346408000000006          	2011	M06	       13810	R
NewJersey	LAUCS346408000000006          	2012	M06	       14005	R
NewJersey	LAUCS346408000000006          	2013	M06	       13954	R
NewJersey	LAUCS346408000000006          	2014	M06	       13563	R
NewJersey	LAUCS346408000000006          	2015	M06	       13620	R
NewJersey	LAUCS346879000000003          	2010	M06	         7.3	R
NewJersey	LAUCS346879000000003          	2011	M06	         7.2	R
NewJersey	LAUCS346879000000003          	2012	M06	         7.6	R
NewJersey	LAUCS346879000000003          	2013	M06	         6.9	R
NewJersey	LAUCS346879000000003          	2014	M06	         5.2	R
NewJersey	LAUCS346879000000003          	2015	M06	         4.4	R
NewJersey	LAUCS346879000000004          	2010	M06	        1741	R
NewJersey	LAUCS346879000000004          	2011	M06	        1733	R
NewJersey	LAUCS346879000000004          	2012	M06	        1857	R
NewJersey	LAUCS346879000000004          	2013	M06	        1705	R
NewJersey	LAUCS346879000000004          	2014	M06	        1287	R
NewJersey	LAUCS346879000000004          	2015	M06	        1102	R
NewJersey	LAUCS346879000000005          	2010	M06	       22105	R
NewJersey	LAUCS346879000000005          	2011	M06	       22239	R
NewJersey	LAUCS346879000000005          	2012	M06	       22625	R
NewJersey	LAUCS346879000000005          	2013	M06	       22926	R
NewJersey	LAUCS346879000000005          	2014	M06	       23293	R
NewJersey	LAUCS346879000000005          	2015	M06	       23860	R
NewJersey	LAUCS346879000000006          	2010	M06	       23846	R
NewJersey	LAUCS346879000000006          	2011	M06	       23972	R
NewJersey	LAUCS346879000000006          	2012	M06	       24482	R
NewJersey	LAUCS346879000000006          	2013	M06	       24631	R
NewJersey	LAUCS346879000000006          	2014	M06	       24580	R
NewJersey	LAUCS346879000000006          	2015	M06	       24962	R
NewJersey	LAUCS347032000000003          	2010	M06	         9.1	R
NewJersey	LAUCS347032000000003          	2011	M06	         8.8	R
NewJersey	LAUCS347032000000003          	2012	M06	        10.1	R
NewJersey	LAUCS347032000000003          	2013	M06	         8.3	R
NewJersey	LAUCS347032000000003          	2014	M06	         6.2	R
NewJersey	LAUCS347032000000003          	2015	M06	         5.5	R
NewJersey	LAUCS347032000000004          	2010	M06	        1177	R
NewJersey	LAUCS347032000000004          	2011	M06	        1130	R
NewJersey	LAUCS347032000000004          	2012	M06	        1344	R
NewJersey	LAUCS347032000000004          	2013	M06	        1093	R
NewJersey	LAUCS347032000000004          	2014	M06	         802	R
NewJersey	LAUCS347032000000004          	2015	M06	         720	R
NewJersey	LAUCS347032000000005          	2010	M06	       11752	R
NewJersey	LAUCS347032000000005          	2011	M06	       11729	R
NewJersey	LAUCS347032000000005          	2012	M06	       11978	R
NewJersey	LAUCS347032000000005          	2013	M06	       12010	R
NewJersey	LAUCS347032000000005          	2014	M06	       12065	R
NewJersey	LAUCS347032000000005          	2015	M06	       12294	R
NewJersey	LAUCS347032000000006          	2010	M06	       12929	R
NewJersey	LAUCS347032000000006          	2011	M06	       12859	R
NewJersey	LAUCS347032000000006          	2012	M06	       13322	R
NewJersey	LAUCS347032000000006          	2013	M06	       13103	R
NewJersey	LAUCS347032000000006          	2014	M06	       12867	R
NewJersey	LAUCS347032000000006          	2015	M06	       13014	R
NewJersey	LAUCS347236000000003          	2010	M06	         7.6	R
NewJersey	LAUCS347236000000003          	2011	M06	         7.6	R
NewJersey	LAUCS347236000000003          	2012	M06	         8.4	R
NewJersey	LAUCS347236000000003          	2013	M06	         7.3	R
NewJersey	LAUCS347236000000003          	2014	M06	         5.6	R
NewJersey	LAUCS347236000000003          	2015	M06	         4.8	R
NewJersey	LAUCS347236000000004          	2010	M06	        1534	R
NewJersey	LAUCS347236000000004          	2011	M06	        1534	R
NewJersey	LAUCS347236000000004          	2012	M06	        1727	R
NewJersey	LAUCS347236000000004          	2013	M06	        1500	R
NewJersey	LAUCS347236000000004          	2014	M06	        1128	R
NewJersey	LAUCS347236000000004          	2015	M06	         963	R
NewJersey	LAUCS347236000000005          	2010	M06	       18699	R
NewJersey	LAUCS347236000000005          	2011	M06	       18765	R
NewJersey	LAUCS347236000000005          	2012	M06	       18926	R
NewJersey	LAUCS347236000000005          	2013	M06	       18932	R
NewJersey	LAUCS347236000000005          	2014	M06	       18987	R
NewJersey	LAUCS347236000000005          	2015	M06	       19280	R
NewJersey	LAUCS347236000000006          	2010	M06	       20233	R
NewJersey	LAUCS347236000000006          	2011	M06	       20299	R
NewJersey	LAUCS347236000000006          	2012	M06	       20653	R
NewJersey	LAUCS347236000000006          	2013	M06	       20432	R
NewJersey	LAUCS347236000000006          	2014	M06	       20115	R
NewJersey	LAUCS347236000000006          	2015	M06	       20243	R
NewJersey	LAUCS347312500000003          	2010	M06	         9.7	R
NewJersey	LAUCS347312500000003          	2011	M06	         9.8	R
NewJersey	LAUCS347312500000003          	2012	M06	         9.9	R
NewJersey	LAUCS347312500000003          	2013	M06	         9.6	R
NewJersey	LAUCS347312500000003          	2014	M06	         6.6	R
NewJersey	LAUCS347312500000003          	2015	M06	         6.1	R
NewJersey	LAUCS347312500000004          	2010	M06	        4770	R
NewJersey	LAUCS347312500000004          	2011	M06	        4836	R
NewJersey	LAUCS347312500000004          	2012	M06	        4949	R
NewJersey	LAUCS347312500000004          	2013	M06	        4761	R
NewJersey	LAUCS347312500000004          	2014	M06	        3173	R
NewJersey	LAUCS347312500000004          	2015	M06	        2928	R
NewJersey	LAUCS347312500000005          	2010	M06	       44276	R
NewJersey	LAUCS347312500000005          	2011	M06	       44377	R
NewJersey	LAUCS347312500000005          	2012	M06	       44888	R
NewJersey	LAUCS347312500000005          	2013	M06	       44767	R
NewJersey	LAUCS347312500000005          	2014	M06	       45029	R
NewJersey	LAUCS347312500000005          	2015	M06	       45410	R
NewJersey	LAUCS347312500000006          	2010	M06	       49046	R
