State	series_id                     	year	period	       value	footnote_codes
Mississippi	LAUMC282694000000003          	2015	M06	        11.4	R
Mississippi	LAUMC282694000000004          	2010	M06	        1541	R
Mississippi	LAUMC282694000000004          	2011	M06	        1605	R
Mississippi	LAUMC282694000000004          	2012	M06	        1436	R
Mississippi	LAUMC282694000000004          	2013	M06	        1355	R
Mississippi	LAUMC282694000000004          	2014	M06	        1149	R
Mississippi	LAUMC282694000000004          	2015	M06	         967	R
Mississippi	LAUMC282694000000005          	2010	M06	        7966	R
Mississippi	LAUMC282694000000005          	2011	M06	        8091	R
Mississippi	LAUMC282694000000005          	2012	M06	        7903	R
Mississippi	LAUMC282694000000005          	2013	M06	        7514	R
Mississippi	LAUMC282694000000005          	2014	M06	        7414	R
Mississippi	LAUMC282694000000005          	2015	M06	        7526	R
Mississippi	LAUMC282694000000006          	2010	M06	        9507	R
Mississippi	LAUMC282694000000006          	2011	M06	        9696	R
Mississippi	LAUMC282694000000006          	2012	M06	        9339	R
Mississippi	LAUMC282694000000006          	2013	M06	        8869	R
Mississippi	LAUMC282694000000006          	2014	M06	        8563	R
Mississippi	LAUMC282694000000006          	2015	M06	        8493	R
Mississippi	LAUMC282986000000003          	2010	M06	        10.3	R
Mississippi	LAUMC282986000000003          	2011	M06	         9.9	R
Mississippi	LAUMC282986000000003          	2012	M06	         9.0	R
Mississippi	LAUMC282986000000003          	2013	M06	         8.6	R
Mississippi	LAUMC282986000000003          	2014	M06	         7.4	R
Mississippi	LAUMC282986000000003          	2015	M06	         7.2	R
Mississippi	LAUMC282986000000004          	2010	M06	        3633	R
Mississippi	LAUMC282986000000004          	2011	M06	        3658	R
Mississippi	LAUMC282986000000004          	2012	M06	        3264	R
Mississippi	LAUMC282986000000004          	2013	M06	        2936	R
Mississippi	LAUMC282986000000004          	2014	M06	        2519	R
Mississippi	LAUMC282986000000004          	2015	M06	        2421	R
Mississippi	LAUMC282986000000005          	2010	M06	       31608	R
Mississippi	LAUMC282986000000005          	2011	M06	       33251	R
Mississippi	LAUMC282986000000005          	2012	M06	       33148	R
Mississippi	LAUMC282986000000005          	2013	M06	       31331	R
Mississippi	LAUMC282986000000005          	2014	M06	       31306	R
Mississippi	LAUMC282986000000005          	2015	M06	       31324	R
Mississippi	LAUMC282986000000006          	2010	M06	       35241	R
Mississippi	LAUMC282986000000006          	2011	M06	       36909	R
Mississippi	LAUMC282986000000006          	2012	M06	       36412	R
Mississippi	LAUMC282986000000006          	2013	M06	       34267	R
Mississippi	LAUMC282986000000006          	2014	M06	       33825	R
Mississippi	LAUMC282986000000006          	2015	M06	       33745	R
Mississippi	LAUMC283262000000003          	2010	M06	        12.6	R
Mississippi	LAUMC283262000000003          	2011	M06	        12.7	R
Mississippi	LAUMC283262000000003          	2012	M06	        11.5	R
Mississippi	LAUMC283262000000003          	2013	M06	        10.9	R
Mississippi	LAUMC283262000000003          	2014	M06	         9.4	R
Mississippi	LAUMC283262000000003          	2015	M06	         8.5	R
Mississippi	LAUMC283262000000004          	2010	M06	        2586	R
Mississippi	LAUMC283262000000004          	2011	M06	        2650	R
Mississippi	LAUMC283262000000004          	2012	M06	        2329	R
Mississippi	LAUMC283262000000004          	2013	M06	        2122	R
Mississippi	LAUMC283262000000004          	2014	M06	        1791	R
Mississippi	LAUMC283262000000004          	2015	M06	        1663	R
Mississippi	LAUMC283262000000005          	2010	M06	       17863	R
Mississippi	LAUMC283262000000005          	2011	M06	       18293	R
Mississippi	LAUMC283262000000005          	2012	M06	       17867	R
Mississippi	LAUMC283262000000005          	2013	M06	       17345	R
Mississippi	LAUMC283262000000005          	2014	M06	       17322	R
Mississippi	LAUMC283262000000005          	2015	M06	       17875	R
Mississippi	LAUMC283262000000006          	2010	M06	       20449	R
Mississippi	LAUMC283262000000006          	2011	M06	       20943	R
Mississippi	LAUMC283262000000006          	2012	M06	       20196	R
Mississippi	LAUMC283262000000006          	2013	M06	       19467	R
Mississippi	LAUMC283262000000006          	2014	M06	       19113	R
Mississippi	LAUMC283262000000006          	2015	M06	       19538	R
Mississippi	LAUMC283294000000003          	2010	M06	        11.6	R
Mississippi	LAUMC283294000000003          	2011	M06	        12.0	R
Mississippi	LAUMC283294000000003          	2012	M06	        10.8	R
Mississippi	LAUMC283294000000003          	2013	M06	        10.0	R
Mississippi	LAUMC283294000000003          	2014	M06	         9.0	R
Mississippi	LAUMC283294000000003          	2015	M06	         8.2	R
Mississippi	LAUMC283294000000004          	2010	M06	        5136	R
Mississippi	LAUMC283294000000004          	2011	M06	        5466	R
Mississippi	LAUMC283294000000004          	2012	M06	        4886	R
Mississippi	LAUMC283294000000004          	2013	M06	        4618	R
Mississippi	LAUMC283294000000004          	2014	M06	        3898	R
Mississippi	LAUMC283294000000004          	2015	M06	        3411	R
Mississippi	LAUMC283294000000005          	2010	M06	       39051	R
Mississippi	LAUMC283294000000005          	2011	M06	       40005	R
Mississippi	LAUMC283294000000005          	2012	M06	       40522	R
Mississippi	LAUMC283294000000005          	2013	M06	       41703	R
Mississippi	LAUMC283294000000005          	2014	M06	       39443	R
Mississippi	LAUMC283294000000005          	2015	M06	       38415	R
Mississippi	LAUMC283294000000006          	2010	M06	       44187	R
Mississippi	LAUMC283294000000006          	2011	M06	       45471	R
Mississippi	LAUMC283294000000006          	2012	M06	       45408	R
Mississippi	LAUMC283294000000006          	2013	M06	       46321	R
Mississippi	LAUMC283294000000006          	2014	M06	       43341	R
Mississippi	LAUMC283294000000006          	2015	M06	       41826	R
Mississippi	LAUMC283502000000003          	2010	M06	        11.4	R
Mississippi	LAUMC283502000000003          	2011	M06	        11.7	R
Mississippi	LAUMC283502000000003          	2012	M06	        10.6	R
Mississippi	LAUMC283502000000003          	2013	M06	        10.2	R
Mississippi	LAUMC283502000000003          	2014	M06	         9.8	R
Mississippi	LAUMC283502000000003          	2015	M06	         9.4	R
Mississippi	LAUMC283502000000004          	2010	M06	        2380	R
Mississippi	LAUMC283502000000004          	2011	M06	        2489	R
Mississippi	LAUMC283502000000004          	2012	M06	        2189	R
Mississippi	LAUMC283502000000004          	2013	M06	        2071	R
Mississippi	LAUMC283502000000004          	2014	M06	        1947	R
Mississippi	LAUMC283502000000004          	2015	M06	        1851	R
Mississippi	LAUMC283502000000005          	2010	M06	       18429	R
Mississippi	LAUMC283502000000005          	2011	M06	       18786	R
Mississippi	LAUMC283502000000005          	2012	M06	       18527	R
Mississippi	LAUMC283502000000005          	2013	M06	       18160	R
Mississippi	LAUMC283502000000005          	2014	M06	       18016	R
Mississippi	LAUMC283502000000005          	2015	M06	       17771	R
Mississippi	LAUMC283502000000006          	2010	M06	       20809	R
Mississippi	LAUMC283502000000006          	2011	M06	       21275	R
Mississippi	LAUMC283502000000006          	2012	M06	       20716	R
Mississippi	LAUMC283502000000006          	2013	M06	       20231	R
Mississippi	LAUMC283502000000006          	2014	M06	       19963	R
Mississippi	LAUMC283502000000006          	2015	M06	       19622	R
Mississippi	LAUMC283706000000003          	2010	M06	        10.5	R
Mississippi	LAUMC283706000000003          	2011	M06	        10.2	R
Mississippi	LAUMC283706000000003          	2012	M06	         9.8	R
Mississippi	LAUMC283706000000003          	2013	M06	         8.7	R
Mississippi	LAUMC283706000000003          	2014	M06	         8.1	R
Mississippi	LAUMC283706000000003          	2015	M06	         6.9	R
Mississippi	LAUMC283706000000004          	2010	M06	        2288	R
Mississippi	LAUMC283706000000004          	2011	M06	        2352	R
Mississippi	LAUMC283706000000004          	2012	M06	        2299	R
Mississippi	LAUMC283706000000004          	2013	M06	        2013	R
Mississippi	LAUMC283706000000004          	2014	M06	        1893	R
Mississippi	LAUMC283706000000004          	2015	M06	        1661	R
Mississippi	LAUMC283706000000005          	2010	M06	       19495	R
Mississippi	LAUMC283706000000005          	2011	M06	       20698	R
Mississippi	LAUMC283706000000005          	2012	M06	       21204	R
Mississippi	LAUMC283706000000005          	2013	M06	       21154	R
Mississippi	LAUMC283706000000005          	2014	M06	       21364	R
Mississippi	LAUMC283706000000005          	2015	M06	       22514	R
Mississippi	LAUMC283706000000006          	2010	M06	       21783	R
Mississippi	LAUMC283706000000006          	2011	M06	       23050	R
Mississippi	LAUMC283706000000006          	2012	M06	       23503	R
Mississippi	LAUMC283706000000006          	2013	M06	       23167	R
Mississippi	LAUMC283706000000006          	2014	M06	       23257	R
Mississippi	LAUMC283706000000006          	2015	M06	       24175	R
Mississippi	LAUMC283810000000003          	2010	M06	         9.7	R
Mississippi	LAUMC283810000000003          	2011	M06	        10.1	R
Mississippi	LAUMC283810000000003          	2012	M06	         9.0	R
Mississippi	LAUMC283810000000003          	2013	M06	         8.3	R
Mississippi	LAUMC283810000000003          	2014	M06	         7.5	R
Mississippi	LAUMC283810000000003          	2015	M06	         6.9	R
Mississippi	LAUMC283810000000004          	2010	M06	        2317	R
Mississippi	LAUMC283810000000004          	2011	M06	        2492	R
Mississippi	LAUMC283810000000004          	2012	M06	        2176	R
Mississippi	LAUMC283810000000004          	2013	M06	        1919	R
Mississippi	LAUMC283810000000004          	2014	M06	        1705	R
Mississippi	LAUMC283810000000004          	2015	M06	        1597	R
Mississippi	LAUMC283810000000005          	2010	M06	       21529	R
Mississippi	LAUMC283810000000005          	2011	M06	       22292	R
Mississippi	LAUMC283810000000005          	2012	M06	       22119	R
Mississippi	LAUMC283810000000005          	2013	M06	       21215	R
Mississippi	LAUMC283810000000005          	2014	M06	       21013	R
Mississippi	LAUMC283810000000005          	2015	M06	       21621	R
Mississippi	LAUMC283810000000006          	2010	M06	       23846	R
Mississippi	LAUMC283810000000006          	2011	M06	       24784	R
Mississippi	LAUMC283810000000006          	2012	M06	       24295	R
Mississippi	LAUMC283810000000006          	2013	M06	       23134	R
Mississippi	LAUMC283810000000006          	2014	M06	       22718	R
Mississippi	LAUMC283810000000006          	2015	M06	       23218	R
Mississippi	LAUMC284426000000003          	2010	M06	        12.0	R
Mississippi	LAUMC284426000000003          	2011	M06	        11.9	R
Mississippi	LAUMC284426000000003          	2012	M06	        10.6	R
Mississippi	LAUMC284426000000003          	2013	M06	        10.1	R
Mississippi	LAUMC284426000000003          	2014	M06	         9.4	R
Mississippi	LAUMC284426000000003          	2015	M06	         8.0	R
Mississippi	LAUMC284426000000004          	2010	M06	        2491	R
Mississippi	LAUMC284426000000004          	2011	M06	        2583	R
Mississippi	LAUMC284426000000004          	2012	M06	        2315	R
Mississippi	LAUMC284426000000004          	2013	M06	        2123	R
Mississippi	LAUMC284426000000004          	2014	M06	        1965	R
Mississippi	LAUMC284426000000004          	2015	M06	        1719	R
Mississippi	LAUMC284426000000005          	2010	M06	       18335	R
Mississippi	LAUMC284426000000005          	2011	M06	       19071	R
Mississippi	LAUMC284426000000005          	2012	M06	       19543	R
Mississippi	LAUMC284426000000005          	2013	M06	       18938	R
Mississippi	LAUMC284426000000005          	2014	M06	       18942	R
Mississippi	LAUMC284426000000005          	2015	M06	       19651	R
Mississippi	LAUMC284426000000006          	2010	M06	       20826	R
Mississippi	LAUMC284426000000006          	2011	M06	       21654	R
Mississippi	LAUMC284426000000006          	2012	M06	       21858	R
Mississippi	LAUMC284426000000006          	2013	M06	       21061	R
Mississippi	LAUMC284426000000006          	2014	M06	       20907	R
Mississippi	LAUMC284426000000006          	2015	M06	       21370	R
Mississippi	LAUMC284618000000003          	2010	M06	        10.5	R
Mississippi	LAUMC284618000000003          	2011	M06	        10.3	R
Mississippi	LAUMC284618000000003          	2012	M06	         8.9	R
Mississippi	LAUMC284618000000003          	2013	M06	         8.6	R
Mississippi	LAUMC284618000000003          	2014	M06	         7.8	R
Mississippi	LAUMC284618000000003          	2015	M06	         6.1	R
Mississippi	LAUMC284618000000004          	2010	M06	        6693	R
Mississippi	LAUMC284618000000004          	2011	M06	        6875	R
Mississippi	LAUMC284618000000004          	2012	M06	        5960	R
Mississippi	LAUMC284618000000004          	2013	M06	        5559	R
Mississippi	LAUMC284618000000004          	2014	M06	        4926	R
Mississippi	LAUMC284618000000004          	2015	M06	        4004	R
Mississippi	LAUMC284618000000005          	2010	M06	       57221	R
Mississippi	LAUMC284618000000005          	2011	M06	       59672	R
Mississippi	LAUMC284618000000005          	2012	M06	       60991	R
Mississippi	LAUMC284618000000005          	2013	M06	       59061	R
Mississippi	LAUMC284618000000005          	2014	M06	       58346	R
Mississippi	LAUMC284618000000005          	2015	M06	       61159	R
Mississippi	LAUMC284618000000006          	2010	M06	       63914	R
Mississippi	LAUMC284618000000006          	2011	M06	       66547	R
Mississippi	LAUMC284618000000006          	2012	M06	       66951	R
Mississippi	LAUMC284618000000006          	2013	M06	       64620	R
Mississippi	LAUMC284618000000006          	2014	M06	       63272	R
Mississippi	LAUMC284618000000006          	2015	M06	       65163	R
Mississippi	LAUMC284698000000003          	2010	M06	        11.7	R
Mississippi	LAUMC284698000000003          	2011	M06	        12.3	R
Mississippi	LAUMC284698000000003          	2012	M06	        11.1	R
Mississippi	LAUMC284698000000003          	2013	M06	        11.3	R
Mississippi	LAUMC284698000000003          	2014	M06	         9.7	R
Mississippi	LAUMC284698000000003          	2015	M06	         8.3	R
Mississippi	LAUMC284698000000004          	2010	M06	        3182	R
Mississippi	LAUMC284698000000004          	2011	M06	        3354	R
Mississippi	LAUMC284698000000004          	2012	M06	        2984	R
Mississippi	LAUMC284698000000004          	2013	M06	        2854	R
Mississippi	LAUMC284698000000004          	2014	M06	        2346	R
Mississippi	LAUMC284698000000004          	2015	M06	        2036	R
Mississippi	LAUMC284698000000005          	2010	M06	       23916	R
Mississippi	LAUMC284698000000005          	2011	M06	       23986	R
Mississippi	LAUMC284698000000005          	2012	M06	       23822	R
Mississippi	LAUMC284698000000005          	2013	M06	       22387	R
Mississippi	LAUMC284698000000005          	2014	M06	       21935	R
Mississippi	LAUMC284698000000005          	2015	M06	       22436	R
Mississippi	LAUMC284698000000006          	2010	M06	       27098	R
Mississippi	LAUMC284698000000006          	2011	M06	       27340	R
Mississippi	LAUMC284698000000006          	2012	M06	       26806	R
Mississippi	LAUMC284698000000006          	2013	M06	       25241	R
Mississippi	LAUMC284698000000006          	2014	M06	       24281	R
Mississippi	LAUMC284698000000006          	2015	M06	       24472	R
Mississippi	LAUMC284850000000003          	2010	M06	        16.4	R
Mississippi	LAUMC284850000000003          	2011	M06	        16.0	R
Mississippi	LAUMC284850000000003          	2012	M06	        15.1	R
Mississippi	LAUMC284850000000003          	2013	M06	        17.0	R
Mississippi	LAUMC284850000000003          	2014	M06	        14.9	R
Mississippi	LAUMC284850000000003          	2015	M06	        10.8	R
Mississippi	LAUMC284850000000004          	2010	M06	        1402	R
Mississippi	LAUMC284850000000004          	2011	M06	        1396	R
Mississippi	LAUMC284850000000004          	2012	M06	        1300	R
Mississippi	LAUMC284850000000004          	2013	M06	        1449	R
Mississippi	LAUMC284850000000004          	2014	M06	        1193	R
Mississippi	LAUMC284850000000004          	2015	M06	         871	R
Mississippi	LAUMC284850000000005          	2010	M06	        7156	R
Mississippi	LAUMC284850000000005          	2011	M06	        7323	R
Mississippi	LAUMC284850000000005          	2012	M06	        7314	R
Mississippi	LAUMC284850000000005          	2013	M06	        7083	R
Mississippi	LAUMC284850000000005          	2014	M06	        6818	R
Mississippi	LAUMC284850000000005          	2015	M06	        7194	R
Mississippi	LAUMC284850000000006          	2010	M06	        8558	R
Mississippi	LAUMC284850000000006          	2011	M06	        8719	R
Mississippi	LAUMC284850000000006          	2012	M06	        8614	R
Mississippi	LAUMC284850000000006          	2013	M06	        8532	R
Mississippi	LAUMC284850000000006          	2014	M06	        8011	R
Mississippi	LAUMC284850000000006          	2015	M06	        8065	R
Mississippi	LAUMT282506000000003          	2010	M06	         8.8	R
Mississippi	LAUMT282506000000003          	2011	M06	        10.1	R
Mississippi	LAUMT282506000000003          	2012	M06	         9.2	R
Mississippi	LAUMT282506000000003          	2013	M06	         8.7	R
Mississippi	LAUMT282506000000003          	2014	M06	         7.8	R
Mississippi	LAUMT282506000000003          	2015	M06	         7.0	R
Mississippi	LAUMT282506000000004          	2010	M06	       15681	R
Mississippi	LAUMT282506000000004          	2011	M06	       18142	R
Mississippi	LAUMT282506000000004          	2012	M06	       16180	R
Mississippi	LAUMT282506000000004          	2013	M06	       14883	R
Mississippi	LAUMT282506000000004          	2014	M06	       12967	R
Mississippi	LAUMT282506000000004          	2015	M06	       11742	R
Mississippi	LAUMT282506000000005          	2010	M06	      162852	R
Mississippi	LAUMT282506000000005          	2011	M06	      162306	R
Mississippi	LAUMT282506000000005          	2012	M06	      160391	R
Mississippi	LAUMT282506000000005          	2013	M06	      156121	R
Mississippi	LAUMT282506000000005          	2014	M06	      153634	R
Mississippi	LAUMT282506000000005          	2015	M06	      154904	R
Mississippi	LAUMT282506000000006          	2010	M06	      178533	R
Mississippi	LAUMT282506000000006          	2011	M06	      180448	R
Mississippi	LAUMT282506000000006          	2012	M06	      176571	R
Mississippi	LAUMT282506000000006          	2013	M06	      171004	R
Mississippi	LAUMT282506000000006          	2014	M06	      166601	R
Mississippi	LAUMT282506000000006          	2015	M06	      166646	R
Mississippi	LAUMT282562000000003          	2010	M06	         9.4	R
Mississippi	LAUMT282562000000003          	2011	M06	        10.2	R
Mississippi	LAUMT282562000000003          	2012	M06	         9.1	R
Mississippi	LAUMT282562000000003          	2013	M06	         8.5	R
Mississippi	LAUMT282562000000003          	2014	M06	         7.4	R
Mississippi	LAUMT282562000000003          	2015	M06	         6.6	R
Mississippi	LAUMT282562000000004          	2010	M06	        6269	R
Mississippi	LAUMT282562000000004          	2011	M06	        6917	R
Mississippi	LAUMT282562000000004          	2012	M06	        6130	R
Mississippi	LAUMT282562000000004          	2013	M06	        5550	R
Mississippi	LAUMT282562000000004          	2014	M06	        4820	R
Mississippi	LAUMT282562000000004          	2015	M06	        4339	R
Mississippi	LAUMT282562000000005          	2010	M06	       60412	R
Mississippi	LAUMT282562000000005          	2011	M06	       61166	R
Mississippi	LAUMT282562000000005          	2012	M06	       61572	R
Mississippi	LAUMT282562000000005          	2013	M06	       60013	R
Mississippi	LAUMT282562000000005          	2014	M06	       59888	R
Mississippi	LAUMT282562000000005          	2015	M06	       61893	R
Mississippi	LAUMT282562000000006          	2010	M06	       66681	R
Mississippi	LAUMT282562000000006          	2011	M06	       68083	R
Mississippi	LAUMT282562000000006          	2012	M06	       67702	R
Mississippi	LAUMT282562000000006          	2013	M06	       65563	R
Mississippi	LAUMT282562000000006          	2014	M06	       64708	R
Mississippi	LAUMT282562000000006          	2015	M06	       66232	R
Mississippi	LAUMT282714000000003          	2010	M06	         9.0	R
Mississippi	LAUMT282714000000003          	2011	M06	         9.1	R
Mississippi	LAUMT282714000000003          	2012	M06	         8.4	R
Mississippi	LAUMT282714000000003          	2013	M06	         8.1	R
Mississippi	LAUMT282714000000003          	2014	M06	         7.0	R
Mississippi	LAUMT282714000000003          	2015	M06	         6.1	R
Mississippi	LAUMT282714000000004          	2010	M06	       24446	R
Mississippi	LAUMT282714000000004          	2011	M06	       25728	R
Mississippi	LAUMT282714000000004          	2012	M06	       23396	R
Mississippi	LAUMT282714000000004          	2013	M06	       21700	R
Mississippi	LAUMT282714000000004          	2014	M06	       18517	R
Mississippi	LAUMT282714000000004          	2015	M06	       16336	R
Mississippi	LAUMT282714000000005          	2010	M06	      246398	R
Mississippi	LAUMT282714000000005          	2011	M06	      256279	R
Mississippi	LAUMT282714000000005          	2012	M06	      253829	R
Mississippi	LAUMT282714000000005          	2013	M06	      247415	R
Mississippi	LAUMT282714000000005          	2014	M06	      245384	R
Mississippi	LAUMT282714000000005          	2015	M06	      253483	R
Mississippi	LAUMT282714000000006          	2010	M06	      270844	R
Mississippi	LAUMT282714000000006          	2011	M06	      282007	R
Mississippi	LAUMT282714000000006          	2012	M06	      277225	R
Mississippi	LAUMT282714000000006          	2013	M06	      269115	R
Mississippi	LAUMT282714000000006          	2014	M06	      263901	R
Mississippi	LAUMT282714000000006          	2015	M06	      269819	R
Mississippi	LAUPT283102003500003          	2010	M06	        11.3	R
Mississippi	LAUPT283102003500003          	2011	M06	        12.8	R
Mississippi	LAUPT283102003500003          	2012	M06	        11.3	R
Mississippi	LAUPT283102003500003          	2013	M06	        10.9	R
Mississippi	LAUPT283102003500003          	2014	M06	         9.2	R
Mississippi	LAUPT283102003500003          	2015	M06	         7.8	R
Mississippi	LAUPT283102003500004          	2010	M06	        2220	R
Mississippi	LAUPT283102003500004          	2011	M06	        2595	R
Mississippi	LAUPT283102003500004          	2012	M06	        2258	R
Mississippi	LAUPT283102003500004          	2013	M06	        2109	R
Mississippi	LAUPT283102003500004          	2014	M06	        1710	R
Mississippi	LAUPT283102003500004          	2015	M06	        1463	R
Mississippi	LAUPT283102003500005          	2010	M06	       17458	R
Mississippi	LAUPT283102003500005          	2011	M06	       17651	R
Mississippi	LAUPT283102003500005          	2012	M06	       17778	R
Mississippi	LAUPT283102003500005          	2013	M06	       17254	R
Mississippi	LAUPT283102003500005          	2014	M06	       16954	R
Mississippi	LAUPT283102003500005          	2015	M06	       17381	R
Mississippi	LAUPT283102003500006          	2010	M06	       19678	R
Mississippi	LAUPT283102003500006          	2011	M06	       20246	R
Mississippi	LAUPT283102003500006          	2012	M06	       20036	R
Mississippi	LAUPT283102003500006          	2013	M06	       19363	R
Mississippi	LAUPT283102003500006          	2014	M06	       18664	R
Mississippi	LAUPT283102003500006          	2015	M06	       18844	R
Mississippi	LAUPT283102007300003          	2010	M06	         8.3	R
Mississippi	LAUPT283102007300003          	2011	M06	         8.5	R
Mississippi	LAUPT283102007300003          	2012	M06	         7.0	R
Mississippi	LAUPT283102007300003          	2013	M06	         6.2	R
Mississippi	LAUPT283102007300003          	2014	M06	         6.0	R
Mississippi	LAUPT283102007300003          	2015	M06	         5.3	R
Mississippi	LAUPT283102007300004          	2010	M06	         227	R
Mississippi	LAUPT283102007300004          	2011	M06	         234	R
Mississippi	LAUPT283102007300004          	2012	M06	         191	R
Mississippi	LAUPT283102007300004          	2013	M06	         166	R
Mississippi	LAUPT283102007300004          	2014	M06	         157	R
Mississippi	LAUPT283102007300004          	2015	M06	         143	R
Mississippi	LAUPT283102007300005          	2010	M06	        2494	R
Mississippi	LAUPT283102007300005          	2011	M06	        2533	R
Mississippi	LAUPT283102007300005          	2012	M06	        2556	R
Mississippi	LAUPT283102007300005          	2013	M06	        2529	R
Mississippi	LAUPT283102007300005          	2014	M06	        2461	R
Mississippi	LAUPT283102007300005          	2015	M06	        2571	R
Mississippi	LAUPT283102007300006          	2010	M06	        2721	R
Mississippi	LAUPT283102007300006          	2011	M06	        2767	R
Mississippi	LAUPT283102007300006          	2012	M06	        2747	R
Mississippi	LAUPT283102007300006          	2013	M06	        2695	R
Mississippi	LAUPT283102007300006          	2014	M06	        2618	R
Mississippi	LAUPT283102007300006          	2015	M06	        2714	R
Mississippi	LAUPT283600004900003          	2010	M06	        10.8	R
Mississippi	LAUPT283600004900003          	2011	M06	        11.1	R
Mississippi	LAUPT283600004900003          	2012	M06	        10.3	R
Mississippi	LAUPT283600004900003          	2013	M06	        10.0	R
Mississippi	LAUPT283600004900003          	2014	M06	         8.6	R
Mississippi	LAUPT283600004900003          	2015	M06	         7.2	R
Mississippi	LAUPT283600004900004          	2010	M06	        8619	R
Mississippi	LAUPT283600004900004          	2011	M06	        9221	R
Mississippi	LAUPT283600004900004          	2012	M06	        8388	R
Mississippi	LAUPT283600004900004          	2013	M06	        7783	R
Mississippi	LAUPT283600004900004          	2014	M06	        6445	R
Mississippi	LAUPT283600004900004          	2015	M06	        5494	R
Mississippi	LAUPT283600004900005          	2010	M06	       71158	R
Mississippi	LAUPT283600004900005          	2011	M06	       73986	R
Mississippi	LAUPT283600004900005          	2012	M06	       72863	R
Mississippi	LAUPT283600004900005          	2013	M06	       69939	R
Mississippi	LAUPT283600004900005          	2014	M06	       68559	R
Mississippi	LAUPT283600004900005          	2015	M06	       70378	R
Mississippi	LAUPT283600004900006          	2010	M06	       79777	R
Mississippi	LAUPT283600004900006          	2011	M06	       83207	R
Mississippi	LAUPT283600004900006          	2012	M06	       81251	R
Mississippi	LAUPT283600004900006          	2013	M06	       77722	R
Mississippi	LAUPT283600004900006          	2014	M06	       75004	R
Mississippi	LAUPT283600004900006          	2015	M06	       75872	R
Mississippi	LAUPT283600008900003          	2010	M06	        36.6	R
Mississippi	LAUPT283600008900003          	2011	M06	        37.8	R
Mississippi	LAUPT283600008900003          	2012	M06	        35.2	R
Mississippi	LAUPT283600008900003          	2013	M06	        31.6	R
Mississippi	LAUPT283600008900003          	2014	M06	        31.8	R
Mississippi	LAUPT283600008900003          	2015	M06	        26.9	R
Mississippi	LAUPT283600008900004          	2010	M06	          60	R
Mississippi	LAUPT283600008900004          	2011	M06	          65	R
Mississippi	LAUPT283600008900004          	2012	M06	          57	R
Mississippi	LAUPT283600008900004          	2013	M06	          48	R
Mississippi	LAUPT283600008900004          	2014	M06	          47	R
Mississippi	LAUPT283600008900004          	2015	M06	          39	R
Mississippi	LAUPT283600008900005          	2010	M06	         104	R
Mississippi	LAUPT283600008900005          	2011	M06	         107	R
Mississippi	LAUPT283600008900005          	2012	M06	         105	R
Mississippi	LAUPT283600008900005          	2013	M06	         104	R
Mississippi	LAUPT283600008900005          	2014	M06	         101	R
Mississippi	LAUPT283600008900005          	2015	M06	         106	R
Mississippi	LAUPT283600008900006          	2010	M06	         164	R
Mississippi	LAUPT283600008900006          	2011	M06	         172	R
Mississippi	LAUPT283600008900006          	2012	M06	         162	R
Mississippi	LAUPT283600008900006          	2013	M06	         152	R
Mississippi	LAUPT283600008900006          	2014	M06	         148	R
Mississippi	LAUPT283600008900006          	2015	M06	         145	R
Mississippi	LAUST280000000000003          	2010	M06	        10.6	
Mississippi	LAUST280000000000003          	2011	M06	        10.9	
Mississippi	LAUST280000000000003          	2012	M06	         9.8	
Mississippi	LAUST280000000000003          	2013	M06	         9.5	
Mississippi	LAUST280000000000003          	2014	M06	         8.4	D
Mississippi	LAUST280000000000003          	2015	M06	         7.3	D
Mississippi	LAUST280000000000004          	2010	M06	      140280	
Mississippi	LAUST280000000000004          	2011	M06	      148187	
Mississippi	LAUST280000000000004          	2012	M06	      131361	
Mississippi	LAUST280000000000004          	2013	M06	      123130	
Mississippi	LAUST280000000000004          	2014	M06	      106137	D
Mississippi	LAUST280000000000004          	2015	M06	       93037	D
Mississippi	LAUST280000000000005          	2010	M06	     1178535	
Mississippi	LAUST280000000000005          	2011	M06	     1211983	
Mississippi	LAUST280000000000005          	2012	M06	     1204915	
Mississippi	LAUST280000000000005          	2013	M06	     1170135	
Mississippi	LAUST280000000000005          	2014	M06	     1158711	D
Mississippi	LAUST280000000000005          	2015	M06	     1189085	D
Mississippi	LAUST280000000000006          	2010	M06	     1318815	
Mississippi	LAUST280000000000006          	2011	M06	     1360170	
Mississippi	LAUST280000000000006          	2012	M06	     1336276	
Mississippi	LAUST280000000000006          	2013	M06	     1293265	
Mississippi	LAUST280000000000006          	2014	M06	     1264848	D
Mississippi	LAUST280000000000006          	2015	M06	     1282122	D
NewJersey	LASST340000000000003          	2010	M06	         9.4	
NewJersey	LASST340000000000003          	2011	M06	         9.4	
NewJersey	LASST340000000000003          	2012	M06	         9.5	
NewJersey	LASST340000000000003          	2013	M06	         8.4	
NewJersey	LASST340000000000003          	2014	M06	         6.7	B
NewJersey	LASST340000000000003          	2015	M06	         5.9	B
NewJersey	LASST340000000000004          	2010	M06	      429265	
NewJersey	LASST340000000000004          	2011	M06	      426555	
NewJersey	LASST340000000000004          	2012	M06	      434356	
NewJersey	LASST340000000000004          	2013	M06	      382027	
NewJersey	LASST340000000000004          	2014	M06	      298576	B
NewJersey	LASST340000000000004          	2015	M06	      263666	B
NewJersey	LASST340000000000005          	2010	M06	     4130185	
NewJersey	LASST340000000000005          	2011	M06	     4130621	
